Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2020,2,Missouri,Person-to-person,Norovirus Genogroup I,unknown - ,Confirmed,Long-term care/nursing home/assisted living facility,3,1,1,,0,,,,,,,,
2020,1,Missouri,Person-to-person,,,,Long-term care/nursing home/assisted living facility,24,,0,,0,,,,,,,,
2020,2,Missouri,Person-to-person,,,,School/college/university,60,,0,,0,,,,,,,,
2020,2,Missouri,Indeterminate/Other/Unknown,,,,Event space,40,,0,,0,,,,,,,,
2021,9,Florida,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,ahi tuna,tuna,Fish,,,,,
2021,9,New York,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,School/college/university,40,0,9,0,9,,,,,,,,
2021,5,Multistate,Food,Salmonella enterica; Salmonella enterica,Typhimurium; Infantis,Confirmed; Confirmed,Restaurant - Sit-down dining; Private home/residence,40,12,25,0,35,italian-style deli meats,,Multiple,,,,,
2021,9,New York,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Restaurant,10,0,0,0,0,,,,,,,,
2021,9,Wisconsin,Indeterminate/Other/Unknown,,,,School/college/university,10,0,10,0,10,,,,,,,,
2021,2,Washington,Food,Norovirus unknown,,Confirmed,Hospital,43,0,0,0,0,,,,,,,,
2021,7,Nevada,Person-to-person,Giardia unknown,,Suspected,Restaurant,5,0,5,0,5,,,,,,,,
2021,8,Utah,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Festival or fair,3,0,3,0,3,,,,,,,,
2021,9,Nevada,Person-to-person,,,,School/college/university,4,0,4,0,4,,,,,,,,
2021,7,Nevada,Person-to-person,,,,Child day care,31,0,31,0,31,,,,,,,,
2021,8,Nebraska,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,"Other, specify",9,4,9,0,9,,,,,,,,
2021,8,Nevada,Person-to-person,,,,School/college/university,14,0,0,0,14,,,,,,,,
2021,9,Nevada,Person-to-person,,,,Child day care,5,0,0,0,0,,,,,,,,
2021,9,Alabama,Indeterminate/Other/Unknown,,,,School/college/university,2,0,2,0,2,,,,,,,,
2021,10,Massachusetts,Food,"Escherichia coli, Enteroaggregative; Escherichia coli, Enteropathogenic; Norovirus unknown",unknown; unknown; ,Suspected; Suspected; Suspected,Restaurant - Sit-down dining,9,0,0,0,0,,,,,,,,
2021,10,Ohio,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2021,9,Massachusetts,Food,Salmonella other,,Confirmed,Restaurant - Sit-down dining,8,0,0,0,0,,,,,,,,
2021,9,Maryland,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,,,,,,,,
2021,8,Utah,Water,Cyanotoxin unknown,,Suspected,Beach - Public,4,0,0,0,4,,,,Recreational water -- untreated,Lake/Reservoir/Impoundment,,,Cleaned
2021,9,Utah,Water,Cyanotoxin unknown,,Suspected,Beach - Public,3,0,0,0,3,,,,Recreational water -- untreated,Lake/Reservoir/Impoundment,,,Cleaned
2021,1,Illinois,Person-to-person,Norovirus unknown,,Suspected,Child day care,9,0,0,0,0,,,,,,,,
2021,7,Illinois,Animal Contact,Campylobacter jejuni,,Confirmed,Child day care,2,1,2,0,2,,,,,,Dog or Puppy,,
2021,8,Texas,Indeterminate/Other/Unknown,,,,Private home/residence,2,0,2,0,2,,,,,,,,
2021,2,Pennsylvania,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O121:H19; O103,Confirmed; Confirmed,Unknown,3,2,3,0,3,,,,,,,,
2021,5,Pennsylvania,Animal Contact,Campylobacter unknown; Campylobacter jejuni,,Suspected; Suspected,Animal shelter or sanctuary,2,0,2,0,1,,,,,,"Bird, not including poultry",Multiple,
2021,6,Pennsylvania,Indeterminate/Other/Unknown,Norovirus unknown,,Suspected,Restaurant,8,0,1,0,1,,,,,,,,
2021,9,South Carolina,Water,Legionella pneumophila,serogroup 1,Suspected,Private Residence,5,1,5,0,5,,,,Recreational water -- treated,Spa/Whirlpool/Hot Tub; Pool - Swimming Pool,,,Cleaned
2021,10,Texas,Indeterminate/Other/Unknown,Salmonella unknown,,Suspected,Unknown,2,0,0,0,2,,,,,,,,
2021,10,New Mexico,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,,,
2021,10,Iowa,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Restaurant,14,0,14,0,14,,,,,,,,
2021,4,North Carolina,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,4,0,4,0,4,,,,,,,,
2021,7,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O26:H11,Confirmed,Unknown,12,4,11,0,11,,,,,,,,
2021,8,Nebraska,Water,Campylobacter jejuni,,Confirmed,Community/Municipality,64,7,64,0,64,,,,Drinking water,Community,,,Cleaned
2021,9,Michigan,Food,Norovirus Genogroup II,GII.P untypeable - GII.6,Confirmed,Restaurant - Sit-down dining,15,0,15,0,15,,,,,,,,
2021,9,Puerto Rico,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Private home/residence,3,3,3,0,3,,,,,,,,
2021,9,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7,2,7,0,7,,,,,,,,
2021,9,Connecticut,Food,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,10,0,6,0,10,,,,,,,,
2021,3,North Carolina,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,24,0,24,0,24,,,,,,,,
2021,3,North Carolina,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,,,
2021,3,North Carolina,Person-to-person,Norovirus unknown,,Suspected,Child day care,51,0,51,0,51,,,,,,,,
2021,4,North Carolina,Person-to-person,Norovirus unknown,,Suspected,Child day care,65,0,65,0,65,,,,,,,,
2021,4,North Carolina,Person-to-person,Norovirus unknown,,Suspected,School/college/university,20,0,20,0,20,,,,,,,,
2021,6,North Carolina,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,16,0,16,0,16,,,,,,,,
2021,9,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O55; unknown,Confirmed; Suspected,Other,11,2,11,0,11,"apple, unspecified",apple,Fruits,,,,,
2021,10,Wisconsin,Food,Norovirus unknown,,Suspected,Private home/residence,16,0,0,0,0,,,,,,,,
2021,8,Connecticut,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,21,2,21,0,21,,,,,,,,
2021,5,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,,
2020,3,Illinois,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,23,0,0,0,0,,,,,,,,
2021,4,Illinois,Person-to-person,Norovirus unknown,,Suspected,School/college/university,4,0,0,0,0,,,,,,,,
2021,5,Illinois,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,,,
2021,5,Illinois,Food,Salmonella enterica,Anatum,Confirmed,Private home/residence,3,0,3,0,2,,,,,,,,
2021,10,Hawaii,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,ahi belly,,Fish,,,,,
2021,3,Kentucky,Person-to-person,,,,Long-term care/nursing home/assisted living facility,23,0,0,0,0,,,,,,,,
2021,10,Nebraska,Person-to-person,Norovirus unknown,,Suspected,Child day care,5,0,0,0,0,,,,,,,,
2021,10,Oregon,Person-to-person,,,,Child day care,9,0,0,0,0,,,,,,,,
2021,10,Ohio,Person-to-person,Sapovirus unknown,,Confirmed,Child day care,9,0,0,0,0,,,,,,,,
2021,10,Virginia,Indeterminate/Other/Unknown,,,,School/college/university,6,0,6,0,6,,,,,,,,
2021,10,Virginia,Indeterminate/Other/Unknown,,,,Restaurant,14,0,14,0,14,,,,,,,,
2021,9,Virginia,Person-to-person,,,,Restaurant,7,0,7,0,7,,,,,,,,
2021,8,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,4,0,4,0,4,,,,,,,,
2021,9,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,11,0,11,0,11,,,,,,,,
2021,10,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,12,0,12,0,12,,,,,,,,
2021,9,Virginia,Indeterminate/Other/Unknown,Norovirus,,Suspected,Child day care,7,0,7,0,7,,,,,,,,
2021,6,Kentucky,Person-to-person,,,,Child day care,40,0,40,0,40,,,,,,,,
2021,7,Kentucky,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,0,0,0,,,,,,,,
2021,10,Minnesota,Person-to-person,Adenovirus unknown,,Confirmed,Child day care,21,0,21,0,21,,,,,,,,
2021,10,Minnesota,Food,Shigella sonnei,,Confirmed,Restaurant - Sit-down dining,6,1,6,0,6,"tacos; carnitas, unspecified",,Multiple,,,,,
2021,8,Kentucky,Food,Salmonella enterica,Typhimurium,Confirmed,Restaurant - Sit-down dining,11,0,5,0,1,,,,,,,,
2021,10,South Carolina,Person-to-person,"Escherichia coli, Enterotoxigenic; Norovirus unknown",unknown; ,Suspected; Suspected,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,,
2021,9,Minnesota,Animal Contact,"Escherichia coli, Shiga toxin-producing",O111:H8,Confirmed,Farm/dairy; Zoo or animal exhibit,2,0,2,0,2,,,,,,Dog or Puppy; Cattle,; Calf,
2021,10,Alabama,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Long-term care/nursing home/assisted living facility,7,0,7,0,7,,,,,,,,
2021,6,Multistate,Indeterminate/Other/Unknown,Salmonella enterica,Telelkebir,Confirmed,Private home/residence,16,6,12,0,12,,,,,,,,
2021,10,Minnesota,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2021,10,Massachusetts,Person-to-person,Norovirus,,Suspected,Hospital,4,4,4,0,0,,,,,,,,
2021,10,Oregon,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,,,
2021,3,North Carolina,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,,,
2021,9,Texas,Indeterminate/Other/Unknown,Salmonella unknown,,Suspected,Private home/residence,4,0,4,0,4,,,,,,,,
2021,10,Minnesota,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Restaurant - other or unknown type,3,0,3,0,3,,,,,,,,
2021,5,Illinois,Person-to-person,,,,Child day care,7,0,0,0,0,,,,,,,,
2021,5,Illinois,Person-to-person,Norovirus unknown,,Confirmed,Child day care,15,0,0,0,0,,,,,,,,
2021,6,Illinois,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,,,
2021,6,Illinois,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,12,1,1,0,0,,,,,,,,
2021,9,Ohio,Person-to-person,Norovirus,,Suspected,School/college/university,19,0,19,0,19,,,,,,,,
2021,8,Maryland,Food,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),57,0,57,0,57,burritos,,Multiple,,,,,
2021,10,Wisconsin,Food,Histamine,,Confirmed,Private home/residence,4,0,4,0,4,ahi tuna,tuna,Fish,,,,,
2021,6,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,1,1,0,0,,,,,,,,
2021,5,Illinois,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,42,2,2,0,0,,,,,,,,
2021,5,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,38,0,0,0,0,,,,,,,,
2021,1,Iowa,Indeterminate/Other/Unknown,Norovirus Genogroup II,unknown - unknown,Confirmed,Restaurant,4,0,4,0,4,,,,,,,,
2021,6,Illinois,Food,Norovirus Genogroup II,unknown - unknown,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",30,0,27,0,27,,,,,,,,
2021,1,Iowa,Indeterminate/Other/Unknown,,,,Restaurant,5,0,5,0,5,,,,,,,,
2021,3,Iowa,Person-to-person,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,33,0,33,0,33,,,,,,,,
2021,3,Iowa,Person-to-person,Norovirus Genogroup II,GII.P16 - ,Confirmed,Child day care,29,0,29,0,29,,,,,,,,
2021,2,Iowa,Person-to-person,Norovirus Genogroup II,unknown - unknown,Suspected,Child day care,12,0,12,0,12,,,,,,,,
2021,3,Iowa,Indeterminate/Other/Unknown,,,,Restaurant,4,0,1,0,4,,,,,,,,
2021,3,Iowa,Indeterminate/Other/Unknown,,,,School/college/university,11,0,11,0,11,,,,,,,,
2021,4,Iowa,Person-to-person,Norovirus unknown,,Suspected,Child day care,40,0,40,0,40,,,,,,,,
2021,4,Iowa,Person-to-person,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,17,1,17,0,17,,,,,,,,
2021,4,Iowa,Food,Salmonella enterica,Hadar,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10,0,10,0,10,,,,,,,,
2021,10,Texas,Indeterminate/Other/Unknown,Salmonella unknown,,Suspected,Private home/residence,3,0,3,0,3,,,,,,,,
2021,2,Nevada,Person-to-person,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,47,,,,47,,,,,,,,
2021,3,Nevada,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,28,,,,28,,,,,,,,
2021,4,Nevada,Person-to-person,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,42,,,,42,,,,,,,,
2021,4,Nevada,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,57,,,,57,,,,,,,,
2021,4,Nevada,Person-to-person,Norovirus Genogroup I,,Confirmed,Long-term care/nursing home/assisted living facility,21,,,,21,,,,,,,,
2021,4,Nevada,Person-to-person,,,,Long-term care/nursing home/assisted living facility,25,,,,25,,,,,,,,
2021,5,Nevada,Person-to-person,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,5,,,,5,,,,,,,,
2021,6,Nevada,Person-to-person,,,,Child day care,23,,,,23,,,,,,,,
2021,5,Nevada,Person-to-person,Norovirus Genogroup I,,Confirmed,Long-term care/nursing home/assisted living facility,3,,,,3,,,,,,,,
2021,9,Nevada,Person-to-person,,,,Long-term care/nursing home/assisted living facility,4,,,,4,,,,,,,,
2021,9,Nevada,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,,,,11,,,,,,,,
2021,1,Tennessee,Environmental contamination other than food/water,Salmonella enterica,Javiana,Confirmed,Other healthcare facility,3,0,3,0,3,,,,,,,,
2021,10,Alabama,Indeterminate/Other/Unknown,,,,Restaurant,5,0,5,0,5,,,,,,,,
2021,7,Multistate,Food,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,11,4,10,1,10,blackberries,blueberries,Fruits,,,,,
2021,10,South Carolina,Person-to-person,Norovirus,,Suspected,School/college/university,22,0,22,0,22,,,,,,,,
2021,10,Oregon,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2021,11,Nebraska,Person-to-person,Norovirus unknown,,Suspected,Child day care,10,0,0,0,0,,,,,,,,
2021,10,New York,Indeterminate/Other/Unknown,,,,School/college/university,53,0,53,0,53,,,,,,,,
2021,11,Ohio,Person-to-person,Norovirus Genogroup II,GII.P16 - GII.2,Suspected,School/college/university,31,0,2,0,2,,,,,,,,
2021,11,Massachusetts,Person-to-person,Norovirus,,Suspected,Child day care,12,0,0,0,0,,,,,,,,
2021,10,Nebraska,Person-to-person,Sapovirus unknown,,Confirmed,Child day care,12,0,12,0,12,,,,,,,,
2021,10,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,,,
2021,10,Alabama,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",9,0,9,0,9,,,,,,,,
2021,10,Alabama,Indeterminate/Other/Unknown,,,,Child day care,2,0,2,0,2,,,,,,,,
2021,11,Minnesota,Person-to-person,Norovirus unknown,,Suspected,School/college/university,7,,0,,0,,,,,,,,
2021,10,Minnesota,Person-to-person,Norovirus unknown,,Suspected,Child day care,19,1,19,0,19,,,,,,,,
2021,10,Florida,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,mahi mahi,"fish, mahi mahi",Fish,,,,,
2021,10,Massachusetts,Person-to-person,Norovirus,,Suspected,School/college/university,11,0,0,0,0,,,,,,,,
2021,8,Maryland,Food,Bacillus cereus,,Confirmed,Prison/jail,22,0,22,0,22,mashed potatoes,"potatoes, mashed",Multiple,,,,,
2021,10,Alabama,Indeterminate/Other/Unknown,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,4,6,0,6,,,,,,,,
2021,7,Multistate,Food,Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis,Confirmed; Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Private home/residence; Grocery store",50,14,35,0,0,chicken,,Chicken,,,,,
2021,10,Minnesota,Food,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,3,0,3,0,3,chicken heart yakitori,,Chicken,,,,,
2021,11,Florida,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,3,0,3,0,3,"fish, mahi mahi","fish, mahi mahi",Fish,,,,,
2021,9,Connecticut,Food,Salmonella enterica,other,Confirmed,Other,5,1,4,0,4,,,,,,,,
2021,10,Connecticut,Food,"Escherichia coli, Enteropathogenic",unknown,Suspected,School/college/university,43,0,5,0,5,,,,,,,,
2021,1,Washington,Food,Giardia unknown,,Confirmed,Grocery store,2,0,2,0,2,oysters,shellfish,Multiple,,,,,
2021,6,Colorado,Food,Salmonella other,,Suspected,Restaurant - other or unknown type,3,0,3,0,3,,,,,,,,
2021,7,Multistate,Food,Salmonella enterica,Lomalinda,Confirmed,Unknown,10,4,10,1,10,,,,,,,,
2020,12,South Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Unknown,21,21,21,1,21,,,,Undetermined water,Unknown,,,Cleaned
2021,8,Colorado,Person-to-person,,,,Child day care,38,0,38,0,38,,,,,,,,
2021,11,South Carolina,Person-to-person,Norovirus unknown,,Suspected,School/college/university,3,0,3,0,3,,,,,,,,
2021,6,Colorado,Food,Salmonella enterica,unknown,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2021,10,Wyoming,Person-to-person,,,,Long-term care/nursing home/assisted living facility,15,,0,,0,,,,,,,,
2021,9,Wyoming,Indeterminate/Other/Unknown,,,,Restaurant,7,0,7,0,7,,,,,,,,
2021,10,Massachusetts,Food,"Norovirus unknown; Giardia unknown; Escherichia coli, Enteroaggregative",unknown,Confirmed; Suspected; Confirmed,Restaurant - Sit-down dining,21,0,0,0,0,,,,,,,,
2021,10,Alabama,Indeterminate/Other/Unknown,,,,Long-term care/nursing home/assisted living facility,27,1,27,0,27,,,,,,,,
2021,11,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,0,0,0,,,,,,,,
2021,11,Alaska,Indeterminate/Other/Unknown,,,,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,,,
2021,11,Minnesota,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,12,,0,0,12,,,,,,,,
2021,11,Alabama,Indeterminate/Other/Unknown,,,,School/college/university,9,0,4,0,6,,,,,,,,
2021,10,Massachusetts,Food,"Norovirus; Escherichia coli, Enteroaggregative; Escherichia coli, Enteropathogenic",unknown; unknown,Suspected; Suspected; Suspected,Restaurant - Sit-down dining,20,0,0,0,0,,,,,,,,
2021,6,Colorado,Person-to-person,Norovirus unknown,,Suspected,Child day care,9,0,9,0,9,,,,,,,,
2021,8,Colorado,Person-to-person,Norovirus unknown,,Suspected,Child day care,6,0,6,0,6,,,,,,,,
2021,4,Colorado,Person-to-person,Norovirus unknown,,Suspected,Child day care,85,0,85,0,85,,,,,,,,
2021,3,Colorado,Person-to-person,Norovirus unknown,,Suspected,Child day care,16,0,16,0,16,,,,,,,,
2021,4,Colorado,Person-to-person,Norovirus unknown,,Suspected,Child day care,14,0,14,0,14,,,,,,,,
2021,4,Iowa,Food,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2021,5,Iowa,Person-to-person,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Child day care,7,0,7,0,7,,,,,,,,
2021,5,Iowa,Indeterminate/Other/Unknown,,,,School/college/university,39,0,39,0,39,,,,,,,,
2021,5,Iowa,Indeterminate/Other/Unknown,,,,Restaurant,3,0,3,0,3,,,,,,,,
2021,5,Iowa,Person-to-person,Norovirus Genogroup II,unknown - unknown,Suspected,Restaurant,3,0,0,0,3,,,,,,,,
2021,11,New Mexico,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,39,0,39,0,39,,,,,,,,
2021,5,Iowa,Indeterminate/Other/Unknown,,,,Child day care,10,0,10,0,10,,,,,,,,
2021,5,Iowa,Indeterminate/Other/Unknown,,,,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,,
2021,10,Texas,Food,,,,Caterer (food prepared off-site from where served),24,0,24,0,24,,,,,,,,
2021,5,Iowa,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,2,2,2,0,2,,,,,,,,
2021,5,Iowa,Person-to-person,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Child day care,28,0,28,0,28,,,,,,,,
2021,5,Iowa,Indeterminate/Other/Unknown,Norovirus unknown,,Suspected,Hotel/motel,22,0,22,0,22,,,,,,,,
2021,11,Nevada,Indeterminate/Other/Unknown,,,,School/college/university,5,0,5,0,5,,,,,,,,
2021,11,Ohio,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2021,7,Minnesota,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O145,Confirmed,Camp,3,0,3,0,3,,,,,,,,
2021,11,Minnesota,Person-to-person,Norovirus unknown,,Suspected,School/college/university,68,,0,,0,,,,,,,,
2021,11,Alabama,Indeterminate/Other/Unknown,,,,Long-term care/nursing home/assisted living facility,3,0,3,0,3,,,,,,,,
2020,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,,,
2021,4,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,0,0,0,,,,,,,,
2021,11,South Carolina,Indeterminate/Other/Unknown,Norovirus unknown,,Suspected,School/college/university,16,0,0,0,0,,,,,,,,
2021,11,South Carolina,Food,Clostridium perfringens; Staphylococcus aureus,,Confirmed; Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),60,0,60,0,60,,,,,,,,
2021,5,Multistate,Food,Salmonella enterica,Thompson,Confirmed,Restaurant - Sit-down dining; Restaurant - other or unknown type; Private home/residence; Grocery store,115,20,112,0,112,seafood,,Multiple,,,,,
2020,1,Virginia,Indeterminate/Other/Unknown,Norovirus,,Suspected,Other healthcare facility,64,0,64,0,64,,,,,,,,
2021,11,Virginia,Food,Vibrio,,Suspected,Restaurant - Sit-down dining,34,1,34,0,34,oysters,,Mollusks,,,,,
2020,7,Virginia,Indeterminate/Other/Unknown,,,,Long-term care/nursing home/assisted living facility,2,0,0,0,0,,,,,,,,
2021,11,Nebraska,Indeterminate/Other/Unknown,,,,Long-term care/nursing home/assisted living facility,5,1,5,0,5,,,,,,,,
2021,6,Multistate,Food,Cyclospora cayetanensis,,Confirmed,Other,138,3,133,0,138,salads,,Multiple,,,,,
2021,6,Multistate,Food,Cyclospora cayetanensis,,Confirmed,Other,41,3,41,0,41,leafy greens,,Vegetable Row Crops,,,,,
2021,11,Ohio,Indeterminate/Other/Unknown,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,9,0,0,0,0,,,,,,,,
2021,5,Illinois,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Long-term care/nursing home/assisted living facility,17,0,0,0,0,,,,,,,,
2021,3,Illinois,Person-to-person,Norovirus unknown,,Suspected,Child day care,35,0,0,0,0,,,,,,,,
2021,3,Illinois,Person-to-person,Norovirus unknown,,Suspected,Child day care,19,1,1,0,0,,,,,,,,
2021,11,Nebraska,Animal Contact,Campylobacter jejuni,,Confirmed,Farm/dairy,2,0,2,0,2,,,,,,Other (specify),Poultry,
2021,11,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,,,
2020,9,South Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Resort,2,0,1,0,1,,,,Recreational water -- treated,Spa/Whirlpool/Hot Tub,,,Cleaned
2021,11,Minnesota,Food,Salmonella enterica; Salmonella enterica,Typhimurium; Typhimurium,Confirmed; Confirmed,Restaurant - Sit-down dining,7,1,7,0,7,lettuce,romaine lettuce,Vegetable Row Crops,,,,,
2021,11,Minnesota,Person-to-person,Norovirus unknown,,Suspected,School/college/university,19,,0,0,19,,,,,,,,
2021,11,Indiana,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,4,0,4,0,4,,,,,,,,
2021,11,South Carolina,Person-to-person,Norovirus unknown,,Suspected,School/college/university,10,,0,,0,,,,,,,,
2021,11,South Carolina,Person-to-person,Norovirus unknown,,Suspected,Child day care,15,0,15,0,15,,,,,,,,
2021,2,Multistate,Animal Contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence; Agricultural feed store,133,36,102,0,101,,,,,,Baby chick or duckling,"Backyard Poultry (Chickens, Ducks, etc.)",
2021,3,Multistate,Animal Contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence; Agricultural feed store,92,15,65,1,66,,,,,,Baby chick or duckling,"Backyard Poultry (Chickens, Ducks, etc.)",
2021,2,Multistate,Animal Contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence; Agricultural feed store,21,6,11,0,11,,,,,,Baby chick or duckling,"Backyard Poultry (Chickens, Ducks, etc.)",
2021,3,Multistate,Animal Contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence; Agricultural feed store,52,11,39,0,39,,,,,,Baby chick or duckling,"Backyard Poultry (Chickens, Ducks, etc.)",
2021,5,Multistate,Animal Contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence; Agricultural feed store,28,5,15,0,17,,,,,,Baby chick or duckling,"Backyard Poultry (Chickens, Ducks, etc.)",
2021,4,Multistate,Animal Contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence; Agricultural feed store,43,10,31,0,30,,,,,,Baby chick or duckling,"Backyard Poultry (Chickens, Ducks, etc.)",
2020,12,Multistate,Animal Contact,Salmonella enterica,Hadar,Confirmed,Private home/residence; Agricultural feed store,364,109,267,0,269,,,,,,Baby chick or duckling,"Backyard Poultry (Chickens, Ducks, etc.)",
